CaseID,Activity,StartTimestamp,EndTimestamp
444,place order,6400.0,6402.0
418,pack A,6402.0,6414.0
444,arrange standard order,6402.0,6417.0
443,pick from stock C,6405.0,6458.0
220,order completed,6406.0,6407.0
417,attempt delivery C,6406.0,9117.0
445,place order,6410.0,6412.0
445,arrange standard order,6412.0,6427.0
392,pack A,6414.0,6433.0
400,manufacture A,6414.0,6710.0
444,pick from stock B,6417.0,6475.0
446,place order,6420.0,6422.0
384,attempt delivery C,6422.0,8177.0
446,arrange standard order,6422.0,6432.0
291,order completed,6422.0,6423.0
445,pick from stock A,6427.0,6466.0
447,place order,6430.0,6432.0
446,pick from stock B,6432.0,6467.0
447,arrange custom order,6432.0,6452.0
441,pack B,6433.0,6458.0
448,place order,6440.0,6442.0
438,attempt delivery B,6442.0,7966.0
448,arrange custom order,6442.0,6472.0
303,order completed,6442.0,6443.0
449,place order,6450.0,6452.0
394,pack B,6452.0,6472.0
410,manufacture A,6452.0,6696.0
449,arrange standard order,6452.0,6465.0
405,attempt delivery A,6458.0,7542.0
443,pack A,6458.0,6472.0
353,order completed,6458.0,6459.0
450,place order,6460.0,6462.0
419,attempt delivery B,6462.0,8415.0
418,attempt delivery A,6462.0,7478.0
450,arrange standard order,6462.0,6475.0
278,order completed,6462.0,6463.0
338,order completed,6463.0,6464.0
363,order completed,6464.0,6465.0
441,attempt delivery A,6464.0,7456.0
449,pick from stock A,6465.0,6504.0
445,pack C,6466.0,6494.0
446,pack B,6467.0,6492.0
396,pack C,6468.0,6505.0
411,manufacture A,6468.0,6752.0
451,place order,6470.0,6472.0
448,manufacture B,6472.0,6923.0
451,arrange custom order,6472.0,6493.0
323,order completed,6472.0,6473.0
444,pack B,6475.0,6494.0
450,pick from stock A,6475.0,6501.0
452,place order,6480.0,6482.0
452,arrange standard order,6482.0,6495.0
316,order completed,6483.0,6484.0
414,attempt delivery B,6483.0,8497.0
339,order completed,6489.0,6490.0
453,place order,6490.0,6492.0
453,arrange custom order,6492.0,6514.0
451,manufacture B,6493.0,6921.0
296,order completed,6497.0,6498.0
454,place order,6500.0,6502.0
450,pack C,6502.0,6528.0
452,pick from stock A,6502.0,6513.0
454,arrange custom order,6502.0,6527.0
449,pack B,6504.0,6529.0
326,order completed,6506.0,6507.0
392,attempt delivery B,6506.0,8144.0
455,place order,6510.0,6512.0
455,arrange standard order,6512.0,6523.0
394,attempt delivery B,6513.0,8313.0
452,pack A,6513.0,6530.0
341,order completed,6513.0,6514.0
453,manufacture B,6514.0,6964.0
360,order completed,6516.0,6517.0
456,place order,6520.0,6522.0
456,arrange standard order,6522.0,6535.0
455,pick from stock B,6523.0,6546.0
457,place order,6530.0,6532.0
452,attempt delivery A,6532.0,7657.0
396,attempt delivery B,6532.0,8064.0
457,arrange standard order,6532.0,6545.0
235,order completed,6532.0,6533.0
456,pick from stock A,6535.0,6551.0
321,order completed,6539.0,6540.0
458,place order,6540.0,6542.0
458,arrange standard order,6542.0,6555.0
457,pick from stock B,6545.0,6573.0
455,pack C,6546.0,6571.0
421,pack B,6547.0,6565.0
459,place order,6550.0,6552.0
456,pack C,6552.0,6602.0
459,arrange standard order,6552.0,6566.0
246,order completed,6552.0,6553.0
458,pick from stock C,6555.0,6599.0
424,pack C,6556.0,6601.0
460,place order,6560.0,6562.0
357,attempt delivery C,6562.0,8429.0
460,arrange standard order,6562.0,6575.0
257,order completed,6562.0,6563.0
349,order completed,6563.0,6564.0
421,attempt delivery A,6565.0,7558.0
459,pick from stock A,6566.0,6587.0
455,attempt delivery B,6571.0,8196.0
457,pack A,6573.0,6589.0
460,pick from stock C,6575.0,6606.0
459,pack C,6587.0,6618.0
276,order completed,6588.0,6589.0
387,attempt delivery C,6588.0,8965.0
458,pack A,6599.0,6615.0
366,order completed,6599.0,6600.0
427,pack C,6601.0,6642.0
456,attempt delivery A,6602.0,8010.0
460,pack C,6606.0,6631.0
458,attempt delivery A,6615.0,7585.0
457,attempt delivery B,6618.0,8530.0
332,order completed,6618.0,6619.0
432,pack B,6623.0,6653.0
424,attempt delivery B,6624.0,8069.0
399,pack B,6624.0,6640.0
283,order completed,6624.0,6625.0
412,manufacture A,6624.0,6980.0
460,attempt delivery A,6631.0,7617.0
193,order completed,6644.0,6645.0
375,attempt delivery C,6644.0,8503.0
461,place order,6660.0,6662.0
461,arrange standard order,6662.0,6675.0
462,place order,6670.0,6672.0
462,arrange custom order,6672.0,6702.0
431,pack B,6675.0,6702.0
461,pick from stock B,6675.0,6713.0
463,place order,6680.0,6682.0
402,attempt delivery C,6682.0,8173.0
399,attempt delivery B,6682.0,8278.0
463,arrange custom order,6682.0,6712.0
237,order completed,6682.0,6683.0
351,order completed,6683.0,6684.0
464,place order,6690.0,6692.0
464,arrange custom order,6692.0,6722.0
343,order completed,6692.0,6693.0
410,pack B,6696.0,6726.0
413,manufacture A,6696.0,6942.0
465,place order,6700.0,6702.0
462,manufacture B,6702.0,7149.0
431,attempt delivery A,6702.0,8122.0
465,arrange standard order,6702.0,6716.0
466,place order,6710.0,6712.0
400,pack A,6712.0,6729.0
416,manufacture A,6712.0,6954.0
463,manufacture B,6712.0,7179.0
466,arrange standard order,6712.0,6722.0
461,pack A,6713.0,6732.0
465,pick from stock B,6716.0,6773.0
467,place order,6720.0,6722.0
464,manufacture B,6722.0,7196.0
466,pick from stock C,6722.0,6774.0
467,arrange custom order,6722.0,6747.0
393,order completed,6725.0,6726.0
410,attempt delivery A,6726.0,7594.0
468,place order,6730.0,6732.0
425,attempt delivery C,6732.0,8841.0
468,arrange standard order,6732.0,6746.0
217,order completed,6732.0,6733.0
469,place order,6740.0,6742.0
469,arrange custom order,6742.0,6763.0
376,order completed,6742.0,6743.0
354,order completed,6743.0,6744.0
468,pick from stock C,6746.0,6799.0
470,place order,6750.0,6752.0
411,pack A,6752.0,6772.0
420,manufacture A,6752.0,7027.0
470,arrange standard order,6752.0,6764.0
471,place order,6760.0,6762.0
471,arrange standard order,6762.0,6775.0
432,attempt delivery B,6764.0,8441.0
470,pick from stock B,6764.0,6805.0
324,order completed,6764.0,6765.0
472,place order,6770.0,6772.0
472,arrange standard order,6772.0,6785.0
465,pack C,6773.0,6812.0
466,pack B,6774.0,6792.0
471,pick from stock C,6775.0,6823.0
356,order completed,6775.0,6776.0
473,place order,6780.0,6782.0
473,arrange standard order,6782.0,6796.0
472,pick from stock A,6785.0,6806.0
474,place order,6790.0,6792.0
466,attempt delivery A,6792.0,7725.0
474,arrange custom order,6792.0,6820.0
468,pack C,6799.0,6844.0
473,pick from stock C,6799.0,6865.0
475,place order,6800.0,6802.0
475,arrange custom order,6802.0,6823.0
470,pack B,6805.0,6831.0
472,pack C,6806.0,6831.0
476,place order,6810.0,6812.0
388,attempt delivery C,6812.0,8281.0
465,attempt delivery A,6812.0,7555.0
476,arrange custom order,6812.0,6839.0
275,order completed,6812.0,6813.0
477,place order,6820.0,6822.0
477,arrange custom order,6822.0,6849.0
471,pack B,6823.0,6848.0
475,manufacture B,6823.0,7187.0
478,place order,6830.0,6832.0
383,attempt delivery C,6832.0,8888.0
400,attempt delivery B,6832.0,8904.0
478,arrange custom order,6832.0,6853.0
286,order completed,6832.0,6833.0
304,order completed,6833.0,6834.0
479,place order,6840.0,6842.0
436,attempt delivery C,6842.0,9312.0
479,arrange standard order,6842.0,6855.0
288,order completed,6842.0,6843.0
471,attempt delivery A,6848.0,8096.0
480,place order,6850.0,6852.0
430,attempt delivery C,6852.0,8688.0
480,arrange custom order,6852.0,6878.0
255,order completed,6852.0,6853.0
478,manufacture B,6853.0,7253.0
479,pick from stock A,6855.0,6876.0
473,pack C,6865.0,6912.0
479,pack B,6876.0,6900.0
480,manufacture B,6878.0,7283.0
336,order completed,6878.0,6879.0
397,order completed,6884.0,6885.0
243,order completed,6905.0,6906.0
461,attempt delivery B,6905.0,8940.0
331,order completed,6907.0,6908.0
433,attempt delivery C,6907.0,8747.0
451,pack B,6921.0,6945.0
448,pack B,6923.0,6952.0
413,pack C,6942.0,6969.0
422,manufacture A,6942.0,7186.0
347,order completed,6949.0,6950.0
470,attempt delivery B,6949.0,8983.0
481,place order,6950.0,6952.0
439,attempt delivery C,6952.0,8968.0
481,arrange standard order,6952.0,6966.0
301,order completed,6952.0,6953.0
416,pack B,6954.0,6969.0
423,manufacture A,6954.0,7227.0
315,order completed,6956.0,6957.0
443,attempt delivery C,6956.0,8889.0
482,place order,6960.0,6962.0
482,arrange custom order,6962.0,6989.0
453,pack B,6964.0,6987.0
481,pick from stock A,6966.0,6999.0
385,order completed,6966.0,6967.0
413,attempt delivery A,6969.0,8120.0
483,place order,6970.0,6972.0
483,arrange standard order,6972.0,6987.0
484,place order,6980.0,6982.0
412,pack B,6982.0,7011.0
426,manufacture A,6982.0,7226.0
484,arrange custom order,6982.0,7005.0
483,pick from stock A,6987.0,7017.0
485,place order,6990.0,6992.0
485,arrange custom order,6992.0,7014.0
481,pack A,6999.0,7015.0
486,place order,7000.0,7002.0
486,arrange custom order,7002.0,7025.0
358,order completed,7009.0,7010.0
446,attempt delivery C,7009.0,9612.0
487,place order,7010.0,7012.0
487,arrange custom order,7012.0,7037.0
481,attempt delivery A,7015.0,8143.0
483,pack C,7017.0,7058.0
488,place order,7020.0,7022.0
488,arrange custom order,7022.0,7042.0
445,attempt delivery C,7026.0,9808.0
325,order completed,7026.0,7027.0
389,order completed,7027.0,7028.0
420,pack C,7028.0,7066.0
434,manufacture A,7028.0,7284.0
489,place order,7030.0,7032.0
489,arrange custom order,7032.0,7058.0
490,place order,7040.0,7042.0
490,arrange custom order,7042.0,7071.0
491,place order,7050.0,7052.0
491,arrange standard order,7052.0,7063.0
483,attempt delivery A,7058.0,7912.0
492,place order,7060.0,7062.0
492,arrange custom order,7062.0,7083.0
491,pick from stock B,7063.0,7117.0
493,place order,7070.0,7072.0
493,arrange custom order,7072.0,7093.0
344,order completed,7079.0,7080.0
468,attempt delivery B,7079.0,9134.0
494,place order,7080.0,7082.0
494,arrange custom order,7082.0,7105.0
492,manufacture B,7083.0,7513.0
379,order completed,7084.0,7085.0
479,attempt delivery B,7084.0,8649.0
306,order completed,7085.0,7086.0
444,attempt delivery C,7085.0,8969.0
495,place order,7090.0,7092.0
495,arrange custom order,7092.0,7119.0
493,manufacture B,7093.0,7545.0
370,order completed,7096.0,7097.0
473,attempt delivery B,7096.0,9055.0
496,place order,7100.0,7102.0
496,arrange custom order,7102.0,7130.0
494,manufacture B,7105.0,7560.0
497,place order,7110.0,7112.0
497,arrange standard order,7112.0,7124.0
450,attempt delivery C,7117.0,9889.0
491,pack C,7117.0,7155.0
311,order completed,7117.0,7118.0
498,place order,7120.0,7122.0
498,arrange standard order,7122.0,7132.0
497,pick from stock A,7124.0,7136.0
499,place order,7130.0,7132.0
498,pick from stock C,7132.0,7178.0
499,arrange standard order,7132.0,7145.0
320,order completed,7132.0,7133.0
497,pack A,7136.0,7155.0
500,place order,7140.0,7142.0
500,arrange custom order,7142.0,7164.0
499,pick from stock C,7145.0,7215.0
437,order completed,7147.0,7148.0
462,pack C,7149.0,7199.0
497,attempt delivery A,7155.0,8032.0
373,order completed,7158.0,7159.0
451,attempt delivery B,7158.0,8983.0
252,order completed,7160.0,7161.0
449,attempt delivery C,7160.0,9509.0
500,manufacture B,7164.0,7573.0
498,pack C,7178.0,7210.0
463,pack A,7179.0,7195.0
372,order completed,7185.0,7186.0
416,attempt delivery B,7185.0,9276.0
422,pack C,7186.0,7218.0
440,manufacture A,7186.0,7511.0
475,pack A,7187.0,7206.0
367,order completed,7190.0,7191.0
453,attempt delivery B,7190.0,8791.0
464,pack A,7196.0,7215.0
313,order completed,7205.0,7206.0
459,attempt delivery C,7205.0,8940.0
463,attempt delivery B,7215.0,8947.0
499,pack B,7215.0,7236.0
378,order completed,7215.0,7216.0
426,pack C,7226.0,7271.0
442,manufacture A,7226.0,7505.0
423,pack C,7227.0,7272.0
447,manufacture A,7227.0,7481.0
499,attempt delivery A,7236.0,8502.0
391,order completed,7236.0,7237.0
501,place order,7240.0,7242.0
501,arrange standard order,7242.0,7252.0
502,place order,7250.0,7252.0
501,pick from stock B,7252.0,7272.0
502,arrange standard order,7252.0,7263.0
478,pack B,7253.0,7277.0
330,order completed,7256.0,7257.0
475,attempt delivery B,7256.0,9274.0
503,place order,7260.0,7262.0
503,arrange custom order,7262.0,7292.0
502,pick from stock A,7263.0,7284.0
504,place order,7270.0,7272.0
426,attempt delivery A,7272.0,8001.0
501,pack B,7272.0,7293.0
504,arrange standard order,7272.0,7286.0
408,order completed,7272.0,7273.0
505,place order,7280.0,7282.0
427,attempt delivery C,7282.0,9964.0
505,arrange custom order,7282.0,7302.0
334,order completed,7282.0,7283.0
480,pack A,7283.0,7298.0
434,pack C,7284.0,7334.0
454,manufacture A,7284.0,7597.0
502,pack C,7284.0,7324.0
504,pick from stock B,7286.0,7306.0
506,place order,7290.0,7292.0
506,arrange standard order,7292.0,7304.0
480,attempt delivery A,7298.0,8061.0
507,place order,7300.0,7302.0
505,manufacture B,7302.0,7718.0
507,arrange custom order,7302.0,7323.0
506,pick from stock A,7304.0,7339.0
504,pack B,7306.0,7328.0
508,place order,7310.0,7312.0
508,arrange custom order,7312.0,7339.0
509,place order,7320.0,7322.0
509,arrange custom order,7322.0,7350.0
507,manufacture B,7323.0,7787.0
510,place order,7330.0,7332.0
510,arrange custom order,7332.0,7362.0
434,attempt delivery A,7334.0,8186.0
506,pack C,7339.0,7374.0
508,manufacture B,7339.0,7753.0
511,place order,7340.0,7342.0
511,arrange standard order,7342.0,7355.0
327,order completed,7344.0,7345.0
464,attempt delivery B,7344.0,9247.0
512,place order,7350.0,7352.0
512,arrange custom order,7352.0,7379.0
249,order completed,7354.0,7355.0
411,attempt delivery C,7354.0,9387.0
511,pick from stock B,7355.0,7398.0
513,place order,7360.0,7362.0
510,manufacture B,7362.0,7804.0
513,arrange custom order,7362.0,7392.0
514,place order,7370.0,7372.0
514,arrange custom order,7372.0,7393.0
512,manufacture B,7379.0,7853.0
515,place order,7380.0,7382.0
515,arrange standard order,7382.0,7394.0
516,place order,7390.0,7392.0
513,manufacture B,7392.0,7867.0
516,arrange standard order,7392.0,7405.0
515,pick from stock C,7394.0,7426.0
511,pack A,7398.0,7414.0
517,place order,7400.0,7402.0
517,arrange custom order,7402.0,7428.0
516,pick from stock B,7405.0,7443.0
429,order completed,7409.0,7410.0
518,place order,7410.0,7412.0
518,arrange standard order,7412.0,7424.0
290,order completed,7417.0,7418.0
472,attempt delivery C,7417.0,8929.0
519,place order,7420.0,7422.0
519,arrange standard order,7422.0,7434.0
518,pick from stock C,7424.0,7472.0
448,attempt delivery C,7426.0,9942.0
515,pack B,7426.0,7441.0
266,order completed,7426.0,7427.0
520,place order,7430.0,7432.0
520,arrange custom order,7432.0,7455.0
519,pick from stock C,7434.0,7464.0
328,order completed,7435.0,7436.0
412,attempt delivery C,7435.0,9771.0
516,pack C,7443.0,7491.0
441,order completed,7456.0,7457.0
519,pack A,7464.0,7482.0
518,pack A,7472.0,7482.0
319,order completed,7477.0,7478.0
478,attempt delivery B,7477.0,9174.0
418,order completed,7478.0,7479.0
447,pack B,7481.0,7498.0
467,manufacture A,7481.0,7817.0
518,attempt delivery A,7482.0,8468.0
335,order completed,7484.0,7485.0
501,attempt delivery B,7484.0,9615.0
305,order completed,7485.0,7486.0
420,attempt delivery C,7485.0,
369,order completed,7492.0,7493.0
504,attempt delivery B,7492.0,9582.0
365,order completed,7493.0,7494.0
506,attempt delivery B,7493.0,9025.0
447,attempt delivery A,7498.0,8586.0
442,pack A,7505.0,7518.0
469,manufacture A,7505.0,7825.0
440,pack B,7511.0,7528.0
474,manufacture A,7511.0,7751.0
492,pack A,7513.0,7525.0
517,manufacture B,7513.0,7887.0
442,attempt delivery A,7518.0,8900.0
491,attempt delivery C,7519.0,9465.0
260,order completed,7519.0,7520.0
462,attempt delivery C,7519.0,
377,order completed,7520.0,7521.0
521,place order,7530.0,7532.0
521,arrange custom order,7532.0,7561.0
522,place order,7540.0,7542.0
522,arrange standard order,7542.0,7556.0
405,order completed,7542.0,7543.0
493,pack C,7545.0,7578.0
520,manufacture B,7545.0,7912.0
523,place order,7550.0,7552.0
523,arrange standard order,7552.0,7567.0
465,order completed,7555.0,7556.0
522,pick from stock C,7556.0,7626.0
421,order completed,7558.0,7559.0
524,place order,7560.0,7562.0
494,pack C,7562.0,7602.0
524,arrange custom order,7562.0,7583.0
523,pick from stock B,7567.0,7611.0
525,place order,7570.0,7572.0
525,arrange custom order,7572.0,7595.0
500,pack A,7573.0,7588.0
374,order completed,7579.0,7580.0
511,attempt delivery B,7579.0,9655.0
526,place order,7580.0,7582.0
526,arrange standard order,7582.0,7594.0
524,manufacture B,7583.0,8056.0
458,order completed,7585.0,7586.0
527,place order,7590.0,7592.0
527,arrange standard order,7592.0,7605.0
526,pick from stock C,7594.0,7672.0
410,order completed,7594.0,7595.0
525,manufacture B,7595.0,7993.0
454,pack B,7597.0,7624.0
476,manufacture A,7597.0,7878.0
528,place order,7600.0,7602.0
528,arrange custom order,7602.0,7626.0
527,pick from stock B,7605.0,7648.0
529,place order,7610.0,7612.0
498,attempt delivery C,7612.0,
523,pack C,7612.0,7645.0
529,arrange custom order,7612.0,7633.0
317,order completed,7612.0,7613.0
460,order completed,7617.0,7618.0
530,place order,7620.0,7622.0
422,attempt delivery C,7622.0,9173.0
530,arrange standard order,7622.0,7634.0
309,order completed,7622.0,7623.0
522,pack C,7626.0,7664.0
531,place order,7630.0,7632.0
531,arrange custom order,7632.0,7662.0
530,pick from stock B,7634.0,7670.0
532,place order,7640.0,7642.0
532,arrange standard order,7642.0,7653.0
523,attempt delivery A,7645.0,8726.0
527,pack C,7648.0,7687.0
355,order completed,7649.0,7650.0
533,place order,7650.0,7652.0
533,arrange custom order,7652.0,7673.0
532,pick from stock B,7653.0,7713.0
452,order completed,7657.0,7658.0
534,place order,7660.0,7662.0
534,arrange standard order,7662.0,7673.0
522,attempt delivery A,7664.0,9000.0
535,place order,7670.0,7672.0
530,pack C,7672.0,7720.0
526,pack A,7672.0,7685.0
535,arrange custom order,7672.0,7693.0
534,pick from stock B,7673.0,7722.0
403,order completed,7674.0,7675.0
515,attempt delivery B,7674.0,9744.0
536,place order,7680.0,7682.0
536,arrange standard order,7682.0,7693.0
537,place order,7690.0,7692.0
537,arrange standard order,7692.0,7702.0
538,place order,7700.0,7702.0
537,pick from stock C,7702.0,7775.0
538,arrange custom order,7702.0,7724.0
539,place order,7710.0,7712.0
539,arrange standard order,7712.0,7722.0
532,pack A,7713.0,7731.0
536,pick from stock B,7713.0,7744.0
505,pack B,7718.0,7747.0
528,manufacture B,7718.0,8122.0
540,place order,7720.0,7722.0
530,attempt delivery A,7722.0,8832.0
534,pack C,7722.0,7764.0
539,pick from stock C,7722.0,7791.0
540,arrange custom order,7722.0,7752.0
466,order completed,7725.0,7726.0
536,pack A,7744.0,7755.0
474,pack C,7751.0,7789.0
477,manufacture A,7751.0,8074.0
508,pack B,7753.0,7772.0
529,manufacture B,7753.0,8154.0
534,attempt delivery A,7764.0,8747.0
537,pack C,7775.0,7811.0
507,pack B,7787.0,7812.0
531,manufacture B,7787.0,8263.0
539,pack B,7791.0,7816.0
510,pack A,7804.0,7822.0
533,manufacture B,7804.0,8222.0
537,attempt delivery A,7811.0,8914.0
539,attempt delivery A,7816.0,9161.0
467,pack B,7817.0,7835.0
482,manufacture A,7817.0,8106.0
541,place order,7820.0,7822.0
541,arrange custom order,7822.0,7848.0
469,pack B,7825.0,7842.0
484,manufacture A,7825.0,8156.0
542,place order,7830.0,7832.0
542,arrange standard order,7832.0,7847.0
543,place order,7840.0,7842.0
543,arrange custom order,7842.0,7864.0
368,order completed,7846.0,7847.0
492,attempt delivery B,7846.0,9743.0
542,pick from stock B,7847.0,7907.0
544,place order,7850.0,7852.0
544,arrange custom order,7852.0,7876.0
423,attempt delivery C,7853.0,9480.0
512,pack C,7853.0,7898.0
361,order completed,7853.0,7854.0
538,manufacture B,7853.0,8282.0
545,place order,7860.0,7862.0
545,arrange standard order,7862.0,7872.0
513,pack A,7867.0,7886.0
540,manufacture B,7867.0,8313.0
546,place order,7870.0,7872.0
545,pick from stock C,7872.0,7950.0
546,arrange standard order,7872.0,7885.0
476,pack A,7878.0,7898.0
485,manufacture A,7878.0,8217.0
362,order completed,7879.0,7880.0
502,attempt delivery C,7879.0,
547,place order,7880.0,7882.0
547,arrange custom order,7882.0,7911.0
546,pick from stock B,7885.0,7917.0
517,pack B,7887.0,7911.0
541,manufacture B,7887.0,8324.0
548,place order,7890.0,7892.0
548,arrange custom order,7892.0,7917.0
549,place order,7900.0,7902.0
549,arrange custom order,7902.0,7925.0
440,attempt delivery B,7907.0,9627.0
542,pack B,7907.0,7934.0
390,order completed,7907.0,7908.0
550,place order,7910.0,7912.0
520,pack B,7912.0,7940.0
543,manufacture B,7912.0,8344.0
550,arrange custom order,7912.0,7935.0
483,order completed,7912.0,7913.0
546,pack B,7917.0,7940.0
551,place order,7920.0,7922.0
500,attempt delivery B,7922.0,9770.0
551,arrange standard order,7922.0,7934.0
342,order completed,7922.0,7923.0
552,place order,7930.0,7932.0
552,arrange custom order,7932.0,7961.0
542,attempt delivery A,7934.0,8911.0
551,pick from stock C,7934.0,7982.0
553,place order,7940.0,7942.0
520,attempt delivery A,7942.0,8844.0
546,attempt delivery A,7942.0,8981.0
553,arrange custom order,7942.0,7967.0
554,place order,7950.0,7952.0
545,pack B,7952.0,7971.0
554,arrange standard order,7952.0,7967.0
555,place order,7960.0,7962.0
555,arrange custom order,7962.0,7985.0
438,order completed,7966.0,7967.0
494,attempt delivery B,7966.0,9584.0
554,pick from stock B,7967.0,8015.0
556,place order,7970.0,7972.0
519,attempt delivery C,7972.0,
545,attempt delivery A,7972.0,9154.0
556,arrange custom order,7972.0,7992.0
395,order completed,7972.0,7973.0
337,order completed,7976.0,7977.0
516,attempt delivery C,7976.0,
557,place order,7980.0,7982.0
551,pack C,7982.0,8012.0
557,arrange custom order,7982.0,8009.0
558,place order,7990.0,7992.0
558,arrange standard order,7992.0,8002.0
525,pack C,7993.0,8040.0
544,manufacture B,7993.0,8418.0
559,place order,8000.0,8002.0
558,pick from stock C,8002.0,8041.0
559,arrange standard order,8002.0,8012.0
426,order completed,8002.0,8003.0
454,attempt delivery B,8009.0,9671.0
398,order completed,8009.0,8010.0
560,place order,8010.0,8012.0
559,pick from stock B,8012.0,8065.0
560,arrange custom order,8012.0,8042.0
456,order completed,8012.0,8013.0
554,pack C,8015.0,8055.0
497,order completed,8032.0,8033.0
407,order completed,8039.0,8040.0
493,attempt delivery C,8039.0,
558,pack A,8041.0,8056.0
554,attempt delivery A,8055.0,9362.0
524,pack A,8056.0,8069.0
547,manufacture B,8056.0,8496.0
526,attempt delivery B,8061.0,9921.0
318,order completed,8061.0,8062.0
480,order completed,8062.0,8063.0
396,order completed,8064.0,8065.0
527,attempt delivery B,8064.0,
559,pack C,8065.0,8107.0
536,attempt delivery B,8069.0,9525.0
524,attempt delivery A,8069.0,8803.0
424,order completed,8069.0,8070.0
477,pack B,8074.0,8098.0
486,manufacture A,8074.0,8426.0
471,order completed,8096.0,8097.0
474,attempt delivery B,8098.0,9577.0
415,order completed,8098.0,8099.0
364,order completed,8099.0,8100.0
507,attempt delivery B,8099.0,9604.0
482,pack B,8106.0,8125.0
487,manufacture A,8106.0,8425.0
561,place order,8110.0,8112.0
561,arrange custom order,8112.0,8137.0
562,place order,8120.0,8122.0
528,pack B,8122.0,8147.0
548,manufacture B,8122.0,8512.0
562,arrange standard order,8122.0,8133.0
413,order completed,8122.0,8123.0
431,order completed,8123.0,8124.0
380,order completed,8124.0,8125.0
510,attempt delivery B,8124.0,9565.0
563,place order,8130.0,8132.0
563,arrange custom order,8132.0,8162.0
562,pick from stock A,8133.0,8173.0
564,place order,8140.0,8142.0
532,attempt delivery C,8142.0,
564,arrange custom order,8142.0,8167.0
401,order completed,8142.0,8143.0
481,order completed,8143.0,8144.0
392,order completed,8144.0,8145.0
467,attempt delivery B,8144.0,9626.0
565,place order,8150.0,8152.0
565,arrange custom order,8152.0,8179.0
529,pack C,8154.0,8186.0
550,manufacture B,8154.0,8600.0
484,pack A,8156.0,8174.0
488,manufacture A,8156.0,8503.0
566,place order,8160.0,8162.0
566,arrange standard order,8162.0,8174.0
567,place order,8170.0,8172.0
567,arrange custom order,8172.0,8195.0
505,attempt delivery C,8173.0,
562,pack C,8173.0,8211.0
402,order completed,8173.0,8174.0
566,pick from stock A,8174.0,8214.0
384,order completed,8177.0,8178.0
508,attempt delivery C,8177.0,
568,place order,8180.0,8182.0
568,arrange custom order,8182.0,8207.0
434,order completed,8186.0,8187.0
569,place order,8190.0,8192.0
569,arrange custom order,8192.0,8218.0
455,order completed,8196.0,8197.0
513,attempt delivery B,8196.0,
570,place order,8200.0,8202.0
570,arrange standard order,8202.0,8216.0
571,place order,8210.0,8212.0
562,attempt delivery A,8212.0,9505.0
571,arrange custom order,8212.0,8235.0
566,pack A,8214.0,8233.0
570,pick from stock C,8216.0,8252.0
485,pack C,8217.0,8266.0
489,manufacture A,8217.0,8485.0
572,place order,8220.0,8222.0
533,pack C,8222.0,8262.0
552,manufacture B,8222.0,8606.0
572,arrange standard order,8222.0,8237.0
573,place order,8230.0,8232.0
573,arrange custom order,8232.0,8257.0
566,attempt delivery A,8233.0,9290.0
406,order completed,8234.0,8235.0
469,attempt delivery C,8234.0,
572,pick from stock C,8237.0,8291.0
574,place order,8240.0,8242.0
574,arrange standard order,8242.0,8257.0
575,place order,8250.0,8252.0
570,pack A,8252.0,8263.0
575,arrange custom order,8252.0,8274.0
574,pick from stock B,8257.0,8308.0
576,place order,8260.0,8262.0
533,attempt delivery A,8262.0,9346.0
576,arrange custom order,8262.0,8283.0
531,pack B,8263.0,8278.0
553,manufacture B,8263.0,8739.0
577,place order,8270.0,8272.0
577,arrange custom order,8272.0,8302.0
512,attempt delivery B,8278.0,9848.0
531,attempt delivery A,8278.0,9546.0
399,order completed,8278.0,8279.0
578,place order,8280.0,8282.0
476,attempt delivery C,8282.0,
538,pack C,8282.0,8325.0
555,manufacture B,8282.0,8750.0
578,arrange standard order,8282.0,8294.0
388,order completed,8282.0,8283.0
579,place order,8290.0,8292.0
572,pack A,8292.0,8307.0
579,arrange standard order,8292.0,8306.0
578,pick from stock B,8294.0,8327.0
580,place order,8300.0,8302.0
580,arrange custom order,8302.0,8331.0
579,pick from stock C,8306.0,8354.0
574,pack C,8308.0,8339.0
517,attempt delivery B,8313.0,
540,pack C,8313.0,8338.0
394,order completed,8313.0,8314.0
556,manufacture B,8313.0,8772.0
386,order completed,8316.0,8317.0
525,attempt delivery B,8316.0,9948.0
541,pack A,8324.0,8339.0
560,manufacture B,8324.0,8784.0
578,pack C,8327.0,8359.0
558,attempt delivery B,8331.0,
428,order completed,8331.0,8332.0
482,attempt delivery B,8344.0,
543,pack B,8344.0,8366.0
435,order completed,8344.0,8345.0
563,manufacture B,8344.0,8771.0
579,pack B,8354.0,8376.0
578,attempt delivery A,8359.0,9775.0
581,place order,8400.0,8402.0
581,arrange standard order,8402.0,8412.0
350,order completed,8405.0,8406.0
551,attempt delivery C,8405.0,
582,place order,8410.0,8412.0
581,pick from stock A,8412.0,8441.0
582,arrange standard order,8412.0,8426.0
419,order completed,8415.0,8416.0
528,attempt delivery B,8415.0,9855.0
544,pack C,8418.0,8443.0
564,manufacture B,8418.0,8781.0
583,place order,8420.0,8422.0
583,arrange standard order,8422.0,8433.0
487,pack A,8425.0,8436.0
490,manufacture A,8425.0,8752.0
486,pack A,8426.0,8438.0
495,manufacture A,8426.0,8732.0
582,pick from stock B,8426.0,8478.0
